"Exam Board","Exam Type","Subject","Module","Topic","Sub Topic"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the growth of the Labour Party in Wales and England in this period"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the changing position of the Conservative Party in Wales and England in this period"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the changing fortunes of the Liberal Party in Wales and England in this period"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the effectiveness of the reforms of the Labour governments, 1945-1951"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","causes, extent and responses to economic problems in Wales and England in the 1920s and 1930s"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the Liberal Governments response to the challenges facing Wales and England 1906-1914"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","Disraeli, the Second Reform Act of 1867 and Conservatism in action, 1874-1880"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the main features of Gladstone's first ministry, 1868-1874"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the reasons for the formation of the Liberal party"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","Sir Robert Peel, the Conservative party and the effectiveness of his reforms 1834-1846"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","reform in factories and mines, public health, education and poor law"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the Anti-Corn Law League and the repeal of the Corn Laws"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the importance of the Whig reforms 1833-1841"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the motives and pressure for social reform"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","Government responses to these protests"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the causes and impact of the Chartist movement in Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the causes and impact of rural protests in Wales and England in the 1830s and 1840s"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the causes and impact of the Merthyr Rising"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the reasons for and importance of the Liberal Tory reforms 1822-1830"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the response of Lord Liverpool's governments 1812-1822"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the development of radical discontent and protest in Wales and England after 1812"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the significance of the Reform Act crisis 1830-1832"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the main reasons for demands for parliamentary reform"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","the challenge of the French revolution after 1789"
"WJEC","A-LEVEL","History (A-Level)","Politics, Protest and Reform in Wales and England","c.1780-1880","early attempts at Parliamentary reform in the 1780s"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the development of party politics in Wales and England after 1689"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the impact of the Bill of Rights and the Revolutionary Settlement on Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the accession of William and Mary and the Glorious Revolution in Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the reasons for conflict between James II and Parliament"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","issues of succession"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","relations between King and Parliament"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the political and religious policies of Charles II in Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the reasons for the restoration of the monarchy and its popularity in Wales"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the ultimate failure of republicanism and its rejection in Wales"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the impact of the Commonwealth on the lives of the people of Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the Major-Generals, the Instrument of Government and the Lord Protectorate"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","Cromwell's response to the challenges faced by Parliamentary government in Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the reasons for and importance of the Regicide"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","reasons for the Parliamentary victory in the Civil War"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the effect of the Civil War on the lives of people in Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the reasons why civil war had broken out by 1642"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","problems and disputes between Crown and Parliament up to 1642"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the effectiveness of Charles I in dealing with the challenges he faced up to 1642"
"WJEC","A-LEVEL","History (A-Level)","Government, Revolution and Society in Wales and England","c.1603-1715","the methods used by James I to establish and maintain the Stuart dynasty in Wales and England 1603-1625"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the impact of religious policy on Wales including the translation of the Scriptures into Welsh"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the impact of social change in Wales on her relationship with England"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the work and impact of the Council in Wales and the Marches"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the reasons for and the impact on Wales and England of the Acts of Union 1536 and 1543"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","attitude to and treatment of poor and vagrants"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the development of towns and the merchant classes"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the growth of the gentry"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the growth of trade and industry"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the Pilgrimage of Grace, the Western Rebellion, the rebellions of Kett, Wyatt and the Northern Earls: the causes and features of these rebellions and protests, the extent of the threat posed by these rebellions and protests, the reasons for the failure of these rebellions and protests"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the Elizabethan Church Settlement and its effects"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the impact of the Catholic counter-reformation in the reign of Mary"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the impact of the religious policies of Edward VI"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the main features and effects of the Henrician Reformation"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","Elizabeth's changing relationship with her privy council and Parliament"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the role and effectiveness of Tudor chief ministers including Wolsey, Cromwell and Cecil"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the extent of the revolution in government under Henry VIII"
"WJEC","A-LEVEL","History (A-Level)","Government, Rebellion and Society in Wales and England","c.1485-1603","the methods used by Henry VII to establish the Tudor dynasty"
"WJEC","A-LEVEL","Geology (A-Level)","Earth Structure and Global Tectonics","The Earth's internal heat is the underlying cause of lithospheric plate motions that control global geological processes","The various elements of the rock cycle may be linked directly to plate tectonic processes"
